ESR Covid-19 Dashboard,,,,,,,,,,,,,
Data downloaded: 04/12/2020 10:32,,,,,,,,,,,,,
,,,,,,,,,,,,,
Date,Region,Daily imported cases,Daily import-related cases,Daily locally acquired cases  epidemiologically linked,Daily locally acquired cases  unknown source,Daily under investigation,Daily total cases,Cumulative imported cases,Cumulative import-related cases,Cumulative locally acquired cases  epidemiologically linked,Cumulative locally acquired cases  unknown source,Cumulative under investigation,Cumulative total cases
03/12/2020,Auckland,2,0,0,0,0,2,194,25,122,12,0,353
03/12/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
03/12/2020,Canterbury,0,0,0,0,0,0,141,18,99,7,0,265
03/12/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
03/12/2020,Counties Manukau,1,0,0,0,0,1,186,26,120,13,0,345
03/12/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
03/12/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
03/12/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
03/12/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
03/12/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
03/12/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
03/12/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
03/12/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
03/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
03/12/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
03/12/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
03/12/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
03/12/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
03/12/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
03/12/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
02/12/2020,Auckland,1,0,0,0,0,1,192,25,122,12,0,351
02/12/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
02/12/2020,Canterbury,0,0,0,0,0,0,141,18,99,7,0,265
02/12/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
02/12/2020,Counties Manukau,0,0,0,0,0,0,185,26,120,13,0,344
02/12/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
02/12/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
02/12/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
02/12/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
02/12/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
02/12/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
02/12/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
02/12/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
02/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
02/12/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
02/12/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
02/12/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
02/12/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
02/12/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
02/12/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
01/12/2020,Auckland,0,0,0,0,0,0,191,25,122,12,0,350
01/12/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
01/12/2020,Canterbury,3,0,0,0,0,3,141,18,99,7,0,265
01/12/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
01/12/2020,Counties Manukau,0,0,0,0,0,0,185,26,120,13,0,344
01/12/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
01/12/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
01/12/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
01/12/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
01/12/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
01/12/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
01/12/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
01/12/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
01/12/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
01/12/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
01/12/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
01/12/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
01/12/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
01/12/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
01/12/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
30/11/2020,Auckland,1,0,0,0,0,1,191,25,122,12,0,350
30/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
30/11/2020,Canterbury,3,0,0,0,0,3,138,18,99,7,0,262
30/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
30/11/2020,Counties Manukau,1,0,0,0,0,1,185,26,120,13,0,344
30/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
30/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
30/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
30/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
30/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
30/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
30/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
30/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
30/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
30/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
30/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
30/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
30/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
30/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
30/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
29/11/2020,Auckland,0,0,0,0,0,0,190,25,122,12,0,349
29/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
29/11/2020,Canterbury,0,0,0,0,0,0,135,18,99,7,0,259
29/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
29/11/2020,Counties Manukau,3,0,0,0,0,3,184,26,120,13,0,343
29/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
29/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
29/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
29/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
29/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
29/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
29/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
29/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
29/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
29/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
29/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
29/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
29/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
29/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
29/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
28/11/2020,Auckland,2,0,0,0,0,2,190,25,122,12,0,349
28/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
28/11/2020,Canterbury,1,0,0,0,0,1,135,18,99,7,0,259
28/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
28/11/2020,Counties Manukau,1,0,0,0,0,1,181,26,120,13,0,340
28/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
28/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
28/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
28/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
28/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
28/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
28/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
28/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
28/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
28/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
28/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
28/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
28/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
28/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
28/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
27/11/2020,Auckland,1,0,0,0,0,1,188,25,122,12,0,347
27/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
27/11/2020,Canterbury,1,0,0,0,0,1,134,18,99,7,0,258
27/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
27/11/2020,Counties Manukau,1,0,0,0,0,1,180,26,120,13,0,339
27/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
27/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
27/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
27/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
27/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
27/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
27/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
27/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
27/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
27/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
27/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
27/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
27/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
27/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
27/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
26/11/2020,Auckland,1,0,0,0,0,1,187,25,122,12,0,346
26/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
26/11/2020,Canterbury,1,0,0,0,0,1,133,18,99,7,0,257
26/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
26/11/2020,Counties Manukau,0,0,0,0,0,0,179,26,120,13,0,338
26/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
26/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
26/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
26/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
26/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
26/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
26/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
26/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
26/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
26/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
26/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
26/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
26/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
26/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
26/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
25/11/2020,Auckland,1,0,0,0,0,1,186,25,122,12,0,345
25/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
25/11/2020,Canterbury,5,0,0,0,0,5,132,18,99,7,0,256
25/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
25/11/2020,Counties Manukau,0,0,0,0,0,0,179,26,120,13,0,338
25/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
25/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
25/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
25/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
25/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
25/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
25/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
25/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
25/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
25/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
25/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
25/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
25/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
25/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
25/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
24/11/2020,Auckland,0,0,0,0,0,0,185,25,122,12,0,344
24/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
24/11/2020,Canterbury,1,0,0,0,0,1,127,18,99,7,0,251
24/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
24/11/2020,Counties Manukau,2,0,0,0,0,2,179,26,120,13,0,338
24/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
24/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
24/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
24/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
24/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
24/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
24/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
24/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
24/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
24/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
24/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
24/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
24/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
24/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
24/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
23/11/2020,Auckland,2,0,0,0,0,2,185,25,122,12,0,344
23/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
23/11/2020,Canterbury,6,0,0,0,0,6,126,18,99,7,0,250
23/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
23/11/2020,Counties Manukau,1,0,0,0,0,1,177,26,120,13,0,336
23/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
23/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
23/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
23/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
23/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
23/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
23/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
23/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
23/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
23/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
23/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
23/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
23/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
23/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
23/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
22/11/2020,Auckland,0,0,0,0,0,0,183,25,122,12,0,342
22/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
22/11/2020,Canterbury,0,0,0,0,0,0,120,18,99,7,0,244
22/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
22/11/2020,Counties Manukau,2,0,0,0,0,2,176,26,120,13,0,335
22/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
22/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
22/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
22/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
22/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
22/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
22/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
22/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
22/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
22/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
22/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
22/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
22/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
22/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
22/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
21/11/2020,Auckland,3,0,0,0,0,3,183,25,122,12,0,342
21/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
21/11/2020,Canterbury,1,0,0,0,0,1,120,18,99,7,0,244
21/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
21/11/2020,Counties Manukau,2,0,0,0,0,2,174,26,120,13,0,333
21/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
21/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
21/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
21/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
21/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
21/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
21/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
21/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
21/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
21/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
21/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
21/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
21/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
21/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
21/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
20/11/2020,Auckland,2,0,0,0,0,2,180,25,122,12,0,339
20/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
20/11/2020,Canterbury,1,0,0,0,0,1,119,18,99,7,0,243
20/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
20/11/2020,Counties Manukau,1,0,0,0,0,1,172,26,120,13,0,331
20/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
20/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
20/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
20/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
20/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
20/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
20/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
20/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
20/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
20/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
20/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
20/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
20/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
20/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
20/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
19/11/2020,Auckland,0,0,0,0,0,0,178,25,122,12,0,337
19/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
19/11/2020,Canterbury,0,0,0,0,0,0,118,18,99,7,0,242
19/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
19/11/2020,Counties Manukau,1,0,0,0,0,1,171,26,120,13,0,330
19/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
19/11/2020,Hutt Valley,0,0,0,0,0,0,14,8,2,0,0,24
19/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
19/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
19/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
19/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
19/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
19/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
19/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
19/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
19/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
19/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
19/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
19/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
19/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
18/11/2020,Auckland,4,0,0,0,0,4,178,25,122,12,0,337
18/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
18/11/2020,Canterbury,2,0,0,0,0,2,118,18,99,7,0,242
18/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
18/11/2020,Counties Manukau,1,0,0,0,0,1,170,26,120,13,0,329
18/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
18/11/2020,Hutt Valley,0,1,0,0,0,1,14,8,2,0,0,24
18/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
18/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
18/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
18/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
18/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
18/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
18/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
18/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
18/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
18/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
18/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
18/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
18/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
17/11/2020,Auckland,0,0,0,0,0,0,174,25,122,12,0,333
17/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
17/11/2020,Canterbury,0,0,0,0,0,0,116,18,99,7,0,240
17/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
17/11/2020,Counties Manukau,1,0,0,0,0,1,169,26,120,13,0,328
17/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
17/11/2020,Hutt Valley,0,0,0,0,0,0,14,7,2,0,0,23
17/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
17/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
17/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
17/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
17/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
17/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
17/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
17/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
17/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
17/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
17/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
17/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
17/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
16/11/2020,Auckland,0,0,0,0,0,0,174,25,122,12,0,333
16/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
16/11/2020,Canterbury,0,0,0,0,0,0,116,18,99,7,0,240
16/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
16/11/2020,Counties Manukau,3,0,0,0,0,3,168,26,120,13,0,327
16/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
16/11/2020,Hutt Valley,0,0,0,0,0,0,14,7,2,0,0,23
16/11/2020,Lakes,0,0,0,0,0,0,12,2,0,2,0,16
16/11/2020,Midcentral,0,0,0,0,0,0,20,6,6,0,0,32
16/11/2020,Nelson Marlborough,0,0,0,0,0,0,27,15,4,4,0,50
16/11/2020,Northland,0,0,0,0,0,0,12,7,4,5,0,28
16/11/2020,South Canterbury,0,0,0,0,0,0,5,2,4,6,0,17
16/11/2020,Southern,0,0,0,0,0,0,52,131,14,19,0,216
16/11/2020,Tairawhiti,0,0,0,0,0,0,2,2,0,0,0,4
16/11/2020,Taranaki,0,0,0,0,0,0,14,2,0,0,0,16
16/11/2020,Waikato,0,0,0,0,0,0,55,133,4,2,0,194
16/11/2020,Wairarapa,0,0,0,0,0,0,4,3,0,1,0,8
16/11/2020,Waitemata,0,0,0,0,0,0,86,29,174,7,0,296
16/11/2020,West Coast,0,0,0,0,0,0,1,1,1,2,0,5
16/11/2020,Whanganui,0,0,0,0,0,0,7,0,0,2,0,9
15/11/2020,Auckland,0,0,0,0,0,0,174,25,122,12,0,333
15/11/2020,Bay of Plenty,0,0,0,0,0,0,22,16,5,5,0,48
15/11/2020,Canterbury,0,0,0,0,0,0,116,18,99,7,0,240
15/11/2020,Capital and Coast,0,0,0,0,0,0,56,38,4,1,0,99
15/11/2020,Counties Manukau,1,0,0,0,0,1,165,26,120,13,0,324
15/11/2020,Hawke's Bay,0,0,0,0,0,0,21,14,8,1,0,44
